mainlocation,sublocation,neighborhood,frontage,purpose,size,streetwidth,pricepermeter
الرياض,شمال الرياض,حي القيروان,شمال,غير محدد,2292 ,30 ,3060 
الرياض,شمال الرياض,حي النخيل,شمال شرقي,غير محدد,1600 ,30 ,4500 
الرياض,شمال الرياض,حي حطين,شمال,غير محدد,750 ,15 ,4100 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,900 ,15 ,3000 
الرياض,شمال الرياض,حي المغرزات,شمال,سكني,1125 ,30 ,3000 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,750 ,15 ,4500 
الرياض,شمال الرياض,حي بنبان,جنوب غربي,سكني,750 ,20 ,700 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,812 ,15 ,2000 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,560 ,15 ,2450 
الرياض,شمال الرياض,حي الندى,شمال,سكني,840 ,15 ,3950 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,448 ,20 ,2700 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,300 ,20 ,916 
الرياض,شمال الرياض,حي النرجس,شرق,تجاري,1050 ,36 ,3500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,2100 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,سكني,942 ,20 ,750 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,20 ,3100 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,1200 ,15 ,2916 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3604 ,15 ,4500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني أو تجاري,1642 ,20 ,5000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,400 ,18 ,4500 
الرياض,شمال الرياض,حي القيروان,شمال غربي,سكني,478 ,20 ,3500 
الرياض,شمال الرياض,حي بنبان,غرب,سكني,750 ,20 ,900 
الرياض,شمال الرياض,حي المغرزات,شمال,سكني,1125 ,30 ,2900 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,748 ,15 ,3400 
الرياض,شمال الرياض,حي العليا,شمال غربي,سكني,580 ,12 ,3400 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,981 ,15 ,3800 
الرياض,شمال الرياض,حي المحمدية,شمال غربي,سكني,494 ,12 ,4000 
الرياض,شمال الرياض,حي القيروان,جنوب شرقي,تجاري,900 ,80 ,9500 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1050 ,17 ,3200 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,400 ,12 ,3900 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,غير محدد,10500 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1450 ,20 ,4200 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,437 ,15 ,4200 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,875 ,15 ,3600 
الرياض,شمال الرياض,حي العارض,غرب,تجاري,52500 ,80 ,3000 
الرياض,شمال الرياض,حي الصحافة,جنوب شرقي,تجاري,2000 ,25 ,7500 
الرياض,شمال الرياض,حي المرسلات,جنوب,سكني,660 ,12 ,2800 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,675 ,15 ,3200 
الرياض,شمال الرياض,حي الياسمين,جنوب,تجاري,17000 ,36 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,450 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4300 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,1050 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,شمال,تجاري,8400 ,60 ,7000 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,900 ,25 ,4700 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,2900 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,825 ,25 ,4500 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,سكني,900 ,15 ,1100 
الرياض,شمال الرياض,حي المحمدية,شمال,سكني,750 ,10 ,3000 
الرياض,شمال الرياض,حي المصيف,3 شوارع,سكني,2000 ,15 ,2700 
الرياض,شمال الرياض,حي بنبان,3 شوارع,سكني,3900 ,غير محدد,1025 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,450 ,15 ,777 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني أو تجاري,5100 ,60 ,4000 
الرياض,شمال الرياض,حي حطين,جنوب شرقي,سكني,2520 ,30 ,7000 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,1050 ,20 ,2900 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,875 ,15 ,3000 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,870 ,25 ,689 
الرياض,شمال الرياض,حي العارض,شمال,سكني,552 ,20 ,2700 
الرياض,شمال الرياض,حي الندى,4 شوارع,سكني,300 ,15 ,3700 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,982 ,15 ,3800 
الرياض,شمال الرياض,حي النزهة,شمال غربي,تجاري,1393 ,30 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,990 ,20 ,4500 
الرياض,شمال الرياض,حي حطين,شمال,سكني,2100 ,30 ,4900 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,4483 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,9100 ,25 ,3500 
الرياض,شمال الرياض,حي العارض,شرق,تجاري,405 ,30 ,2400 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1020 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,845 ,20 ,500000 
الرياض,شمال الرياض,حي العقيق,جنوب,سكني,750 ,15 ,4000 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,702 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,499 ,20 ,3050 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,4000 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,425 ,15 ,3600 
الرياض,شمال الرياض,حي القيروان,شرق,سكني,390 ,15 ,3500 
الرياض,شمال الرياض,حي بنبان,شمال,تجاري,840 ,35 ,952 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1600 ,28 ,4500 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,705 ,25 ,4600 
الرياض,شمال الرياض,حي المعذر الشمالي,3 شوارع,سكني,3360 ,20 ,3300 
الرياض,شمال الرياض,حي الرحمانية,3 شوارع,سكني,540 ,15 ,3570 
الرياض,شمال الرياض,حي العارض,غرب,سكني,600 ,20 ,2500 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,420 ,15 ,2500 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,1200 ,80 ,5850 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,900 ,20 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1600 ,28 ,5000 
الرياض,شمال الرياض,حي الغدير,غرب,سكني,375 ,20 ,4500 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,500 ,20 ,2500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,600 ,20 ,3200 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,810 ,15 ,3500 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,675 ,15 ,3500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,900 ,15 ,2900 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1100 ,20 ,3200 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1200 ,15 ,2650 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,9000 ,20 ,4100 
الرياض,شمال الرياض,حي الياسمين,شرق,سكني,300 ,15 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,720 ,20 ,903 
الرياض,شمال الرياض,حي الورود,غرب,سكني,910 ,20 ,3000 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,420 ,15 ,2500 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,1755 ,15 ,3400 
الرياض,شمال الرياض,حي العقيق,جنوب,سكني أو تجاري,1000 ,30 ,3350 
الرياض,شمال الرياض,حي النفل,شرق,سكني,581 ,20 ,4000 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني,9200 ,15 ,3300 
الرياض,شمال الرياض,حي العارض,شرق,تجاري,476 ,30 ,2300 
الرياض,شمال الرياض,حي الندى,4 شوارع,سكني,19620 ,20 ,3250 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,20 ,4500 
الرياض,شمال الرياض,حي العقيق,جنوب شرقي,تجاري,1000 ,30 ,3400 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,1500 ,20 ,1166 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,2912 ,18 ,3500 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني أو تجاري,900 ,36 ,5300 
الرياض,شمال الرياض,حي حطين,شمال غربي,غير محدد,1700 ,20 ,4500 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,2800 
الرياض,شمال الرياض,حي المحمدية,غرب,سكني,552 ,12 ,4500 
الرياض,شمال الرياض,حي المروج,شرق,سكني,1020 ,15 ,3000 
الرياض,شمال الرياض,حي النخيل,جنوب غربي,سكني,1050 ,15 ,5000 
الرياض,شمال الرياض,حي العليا,3 شوارع,سكني,1404 ,12 ,3100 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,8800 ,25 ,4000 
الرياض,شمال الرياض,حي الرحمانية,شمال غربي,سكني,640 ,20 ,3906 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني أو تجاري,2500 ,29 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب,تجاري,1800 ,36 ,3900 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,400 ,12 ,3900 
الرياض,شمال الرياض,حي العقيق,جنوب غربي,غير محدد,625 ,20 ,3500 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني أو تجاري,2500 ,30 ,4300 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,780 ,15 ,3100 
الرياض,شمال الرياض,حي حطين,شمال,سكني,750 ,15 ,4100 
الرياض,شمال الرياض,حي القيروان,3 شوارع,سكني أو تجاري,3360 ,35 ,4000 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,630 ,20 ,2900 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,15 ,2500 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,456 ,20 ,3500 
الرياض,شمال الرياض,حي بنبان,3 شوارع,سكني,1473 ,20 ,882 
الرياض,شمال الرياض,حي المصيف,شرق,سكني,336 ,10 ,2650 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,2175 ,15 ,3100 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,810 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,شمال,غير محدد,1980 ,20 ,4700 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,375 ,15 ,800 
الرياض,شمال الرياض,حي النخيل,شمال شرقي,سكني,841 ,20 ,4300 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,3000 
الرياض,شمال الرياض,حي النخيل,شمال شرقي,سكني,841 ,20 ,4200 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1800 ,15 ,3200 
الرياض,شمال الرياض,حي القيروان,4 شوارع,سكني,10613 ,20 ,2500 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,1800 ,30 ,5000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1260 ,15 ,2600 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6585 ,25 ,3800 
الرياض,شمال الرياض,حي العارض,غرب,سكني,425 ,15 ,2250 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,900 ,20 ,3500 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,غير محدد,1320 ,15 ,3350 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,3800 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,350 ,15 ,2600 
الرياض,شمال الرياض,حي المعذر الشمالي,شمال شرقي,سكني,1625 ,14 ,3000 
الرياض,شمال الرياض,حي الفلاح,شمال,سكني,600 ,20 ,3800 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,غير محدد,542 ,25 ,1051 
الرياض,شمال الرياض,حي الوادي,جنوب غربي,سكني,918 ,15 ,3100 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,583 ,15 ,4600 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,919 ,20 ,3500 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,15 ,840 
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,902 ,15 ,5000 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,3700 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,900 ,20 ,3200 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,450 ,15 ,3500 
الرياض,شمال الرياض,حي الفلاح,غرب,تجاري,1200 ,36 ,5000 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,450 ,15 ,3500 
الرياض,شمال الرياض,حي المصيف,شمال شرقي,سكني,851 ,20 ,3100 
الرياض,شمال الرياض,حي الياسمين,جنوب,تجاري,750 ,36 ,4250 
الرياض,شمال الرياض,حي المصيف,شرق,تجاري,506 ,30 ,3650 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,825 ,25 ,4100 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,800 ,15 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,تجاري,900 ,30 ,3000 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,1500 ,15 ,666 
الرياض,شمال الرياض,حي حطين,شرق,سكني,1350 ,60 ,3600 
الرياض,شمال الرياض,حي الملقا,جنوب,غير محدد,1820 ,20 ,4300 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,4200 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,454 ,21 ,3500 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,غير محدد,950 ,15 ,368 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,450 ,15 ,2670 
الرياض,شمال الرياض,حي العارض,جنوب,تجاري,1025 ,60 ,4500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,348 ,12 ,3600 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,675 ,25 ,3800 
الرياض,شمال الرياض,حي العارض,شمال شرقي,سكني,1050 ,20 ,2300 
الرياض,شمال الرياض,حي حطين,شرق,سكني,437 ,15 ,3700 
الرياض,شمال الرياض,حي المروج,شرق,سكني,1020 ,15 ,3000 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,832 ,20 ,3800 
الرياض,شمال الرياض,حي حطين,شمال,سكني,2100 ,30 ,4900 
الرياض,شمال الرياض,حي الوادي,جنوب غربي,سكني,918 ,15 ,3050 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني أو تجاري,3200 ,36 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,700 ,25 ,5000 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,950 ,غير محدد,4400 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,20 ,2600 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,950 ,15 ,850 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,726 ,15 ,4000 
الرياض,شمال الرياض,حي حطين,شمال,سكني,1493 ,20 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,375 ,20 ,3600 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,4200 
الرياض,شمال الرياض,حي الملك عبدالله,جنوب غربي,سكني أو تجاري,3715 ,30 ,3300 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,312 ,15 ,3000 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي بنبان,4 شوارع,سكني,12600 ,20 ,698 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,12000 ,30 ,5000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,975 ,25 ,4100 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,446 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1050 ,25 ,4550 
الرياض,شمال الرياض,حي العارض,جنوب,غير محدد,520 ,15 ,2600 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,غير محدد,1010 ,20 ,2200 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,450 ,20 ,3400 
الرياض,شمال الرياض,حي الندى,شمال,غير محدد,350 ,15 ,3800 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,1050 ,30 ,4200 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني أو تجاري,2700 ,35 ,3100 
الرياض,شمال الرياض,حي حطين,شرق,سكني,875 ,15 ,3600 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,400 ,12 ,3900 
الرياض,شمال الرياض,حي الملقا,شمال,غير محدد,375 ,20 ,4100 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,720 ,20 ,972 
الرياض,شمال الرياض,حي النرجس,شمال,غير محدد,900 ,20 ,2700 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,1500 ,21 ,4100 
الرياض,شمال الرياض,حي النرجس,3 شوارع,غير محدد,1738 ,20 ,3200 
الرياض,شمال الرياض,حي المرسلات,جنوب,سكني,660 ,12 ,2800 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,437 ,20 ,743 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1100 ,15 ,3100 
الرياض,شمال الرياض,حي النرجس,غرب,تجاري,900 ,80 ,6000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,18 ,4400 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,تجاري,2500 ,36 ,4000 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,تجاري,999 ,30 ,2900 
الرياض,شمال الرياض,حي النفل,3 شوارع,سكني أو تجاري,5600 ,30 ,4500 
الرياض,شمال الرياض,حي الصحافة,جنوب,تجاري,816 ,36 ,4200 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,375 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,1530 ,25 ,4500 
الرياض,شمال الرياض,حي المرسلات,شرق,غير محدد,550 ,20 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني أو تجاري,875 ,36 ,3600 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1040 ,12 ,2884 
الرياض,شمال الرياض,حي الملقا,4 شوارع,تجاري,13914 ,36 ,3900 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,15 ,733 
الرياض,شمال الرياض,حي المرسلات,جنوب غربي,سكني,840 ,12 ,3000 
الرياض,شمال الرياض,حي النرجس,غرب,تجاري,19575 ,60 ,1500 
الرياض,شمال الرياض,حي الوادي,جنوب غربي,سكني,918 ,15 ,3050 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,267 ,12 ,4700 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1050 ,20 ,4650 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,840 ,15 ,762 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,510 ,15 ,3900 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,جنوب,تجاري,975 ,36 ,5000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,1500 ,15 ,680 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,3800 
الرياض,شمال الرياض,حي المرسلات,3 شوارع,تجاري,2580 ,80 ,9000 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,تجاري,2500 ,30 ,4000 
الرياض,شمال الرياض,حي بنبان,غرب,غير محدد,760 ,15 ,750 
الرياض,شمال الرياض,حي حطين,4 شوارع,سكني,12600 ,20 ,4400 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,غير محدد,1285 ,15 ,1500 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,560 ,18 ,2450 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,540 ,20 ,3500 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,تجاري,5110 ,60 ,7600 
الرياض,شمال الرياض,حي بنبان,شمال شرقي,سكني أو تجاري,85000 ,50 ,650 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6600 ,25 ,3500 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,780 ,20 ,3200 
الرياض,شمال الرياض,حي بنبان,شرق,سكني أو تجاري,1500 ,60 ,3000 
الرياض,شمال الرياض,حي العارض,شمال,سكني,1000 ,20 ,1800 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,951 ,19 ,4000 
الرياض,شمال الرياض,حي بنبان,شرق,سكني أو تجاري,7500 ,30 ,600 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,375 ,18 ,4100 
الرياض,شمال الرياض,حي العارض,شمال شرقي,تجاري,625 ,30 ,2080 
الرياض,شمال الرياض,حي حطين,شمال شرقي,سكني,1120 ,15 ,4200 
الرياض,شمال الرياض,حي الصحافة,شمال شرقي,سكني,925 ,15 ,3500 
الرياض,شمال الرياض,حي الندى,4 شوارع,سكني,12050 ,15 ,3300 
الرياض,شمال الرياض,حي الغدير,شمال شرقي,سكني,1296 ,20 ,4700 
الرياض,شمال الرياض,حي الملك عبدالله,3 شوارع,سكني,6500 ,30 ,4000 
الرياض,شمال الرياض,حي المصيف,شمال,سكني,575 ,10 ,2260 
الرياض,شمال الرياض,حي النفل,شمال,سكني أو تجاري,1500 ,35 ,4500 
الرياض,شمال الرياض,حي النخيل,4 شوارع,سكني,3419 ,20 ,4998 
الرياض,شمال الرياض,حي الصحافة,شمال,تجاري,720 ,36 ,4166 
الرياض,شمال الرياض,حي بنبان,شمال شرقي,سكني,520 ,15 ,867 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,360 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1200 ,25 ,3200 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني أو تجاري,3900 ,60 ,4300 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,700 ,28 ,4500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,900 ,15 ,2700 
الرياض,شمال الرياض,حي حطين,شمال,سكني,364 ,15 ,4500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,690 ,15 ,3550 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6372 ,28 ,5000 
الرياض,شمال الرياض,حي الصحافة,غرب,تجاري,800 ,15 ,7700 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,18 ,4500 
الرياض,شمال الرياض,حي العارض,جنوب,تجاري,1080 ,35 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال,غير محدد,750 ,20 ,4300 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,750 ,20 ,980 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,15 ,893 
الرياض,شمال الرياض,حي العارض,شمال شرقي,سكني,1400 ,20 ,2500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,450 ,20 ,3350 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,543 ,16 ,3100 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,2900 ,10 ,3300 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,399 ,18 ,4500 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,810 ,15 ,3300 
الرياض,شمال الرياض,حي المغرزات,شرق,سكني,705 ,15 ,3500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,525 ,18 ,4450 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1015 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1050 ,15 ,3500 
الرياض,شمال الرياض,حي الغدير,شمال,سكني,999 ,20 ,4700 
الرياض,شمال الرياض,حي الفلاح,غرب,تجاري,1200 ,36 ,4600 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1200 ,12 ,3100 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,1820 ,20 ,934 
الرياض,شمال الرياض,حي الغدير,غرب,سكني,750 ,20 ,4500 
الرياض,شمال الرياض,حي بنبان,غرب,تجاري,1076 ,30 ,929 
الرياض,شمال الرياض,حي القيروان,3 شوارع,تجاري,2000 ,60 ,6000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1454 ,15 ,4200 
الرياض,شمال الرياض,حي الملقا,جنوب,تجاري,1750 ,60 ,9700 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,586 ,20 ,3123 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,450 ,25 ,3650 
الرياض,شمال الرياض,حي بنبان,3 شوارع,غير محدد,1346 ,20 ,854 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4000 
الرياض,شمال الرياض,حي الرحمانية,جنوب غربي,سكني,732 ,20 ,4400 
الرياض,شمال الرياض,حي بنبان,جنوب شرقي,سكني,800 ,19 ,938 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,375 ,15 ,750 
الرياض,شمال الرياض,حي بنبان,شمال شرقي,غير محدد,2500 ,20 ,760 
الرياض,شمال الرياض,حي المغرزات,شرق,سكني,705 ,15 ,3650 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,437 ,20 ,890 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,تجاري,1805 ,80 ,2531 
الرياض,شمال الرياض,حي النرجس,جنوب,تجاري,900 ,36 ,4000 
الرياض,شمال الرياض,حي الورود,جنوب,سكني,475 ,12 ,2900 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,737 ,15 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,690 ,15 ,3800 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,2800 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,726 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1450 ,20 ,4200 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,800 ,20 ,3750 
الرياض,شمال الرياض,حي العقيق,شرق,سكني أو تجاري,1600 ,30 ,4000 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,سكني,1200 ,25 ,3500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,450 ,20 ,3350 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,1400 ,20 ,2500 
الرياض,شمال الرياض,حي الورود,غرب,سكني,910 ,20 ,2900 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,905 ,25 ,5000 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,6400 ,25 ,4500 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,1050 ,غير محدد,4600 
الرياض,شمال الرياض,حي الياسمين,جنوب,تجاري,750 ,36 ,6 
